customer_id,recency_days,frequency,monetary,r_score,f_score,m_score,segment
BP-10501,121,4,2953,2,2,3,Loyal
BP-10502,12,5,2031,4,2,3,Recent
BP-10951,218,3,414,2,1,1,At-risk
BP-10952,12,3,1346,4,1,2,Recent
BP-110501,364,3,671,1,1,1,At-risk
BP-110502,6,7,1581,4,3,2,Loyal
BP-110503,42,6,2170,3,3,3,Loyal
BP-110504,84,5,983,3,2,2,Recent
BP-110951,54,4,900,3,2,2,Recent
BP-110952,3,8,2425,4,4,3,High-value
BP-110953,331,8,2560,1,4,3,Loyal
BP-110954,18,12,2442,4,4,3,High-value
BP-111551,33,6,801,4,3,2,Loyal
BP-111552,50,7,7590,3,3,4,High-value
BP-111553,43,5,3610,3,2,3,Recent
BP-111554,90,6,1698,3,3,2,Loyal
BP-111851,37,5,4436,4,2,4,High-value
BP-111852,14,7,4348,4,3,4,High-value
BP-111853,447,7,2919,1,3,3,Loyal
BP-111854,2,9,3676,4,4,3,High-value
BP-112301,73,7,4264,3,3,4,High-value
BP-112302,150,5,5519,2,2,4,Loyal
BP-112303,114,6,1612,2,3,2,Loyal
BP-112304,40,5,1181,4,2,2,Recent
BP-112901,101,8,3172,3,4,3,High-value
BP-112902,14,5,3892,4,2,4,High-value
BP-112903,258,9,2908,2,4,3,Loyal
BP-112904,13,7,2472,4,3,3,High-value
BP-11551,420,1,87,1,1,1,At-risk
BP-11552,975,1,175,1,1,1,At-risk
BP-11553,262,4,850,2,2,2,At-risk
BP-11851,5,4,580,4,2,1,Recent
BP-11852,6,6,850,4,3,2,Loyal
BP-12301,390,4,5496,1,2,4,Loyal
BP-12302,84,4,642,3,2,1,Recent
BP-12901,370,1,65,1,1,1,At-risk
BP-12902,752,3,318,1,1,1,At-risk
BS-113651,1,4,1321,4,2,2,Recent
BS-113652,120,5,4186,2,2,4,Loyal
BS-113653,26,12,6543,4,4,4,High-value
BS-113654,559,5,10502,1,2,4,Loyal
BS-113801,115,6,8133,2,3,4,Loyal
BS-113802,94,4,1671,3,2,2,Recent
BS-113803,273,8,4614,1,4,4,Loyal
BS-113804,29,5,3888,4,2,4,High-value
BS-115901,83,7,2791,3,3,3,Loyal
BS-115902,372,6,4036,1,3,4,Loyal
BS-115903,428,4,2078,1,2,3,At-risk
BS-115904,36,6,2455,4,3,3,High-value
BS-116651,120,4,4658,2,2,4,Loyal
BS-116652,30,9,3734,4,4,3,High-value
BS-116653,37,8,5789,4,4,4,High-value
BS-116654,583,3,3288,1,1,3,At-risk
BS-117551,283,7,6031,1,3,4,Loyal
BS-117552,7,6,4698,4,3,4,High-value
BS-117553,19,9,4263,4,4,4,High-value
BS-117554,2,7,2564,4,3,3,High-value
BS-118001,220,5,4711,2,2,4,Loyal
BS-118002,135,6,3002,2,3,3,Loyal
BS-118003,10,8,2224,4,4,3,High-value
BS-118004,266,2,950,2,1,2,At-risk
BS-13651,604,3,807,1,1,2,At-risk
BS-13652,38,2,152,4,1,1,Recent
BS-13801,132,3,160,2,1,1,At-risk
BS-13802,428,2,310,1,1,1,At-risk
BS-15901,618,2,35,1,1,1,At-risk
BS-15902,238,3,784,2,1,2,At-risk
BS-16651,510,3,1016,1,1,2,At-risk
BS-16652,153,4,4088,2,2,4,Loyal
BS-17551,296,4,1675,1,2,2,At-risk
BS-17552,818,1,3,1,1,1,At-risk
BS-18001,12,5,4163,4,2,4,High-value
BS-18002,391,4,2203,1,2,3,At-risk
BT-113051,254,3,2394,2,1,3,At-risk
BT-113052,29,8,2919,4,4,3,High-value
BT-113053,94,8,2443,3,4,3,High-value
BT-113054,337,5,2568,1,2,3,At-risk
BT-113951,86,8,3596,3,4,3,High-value
BT-113952,29,8,5228,4,4,4,High-value
BT-113953,295,2,337,1,1,1,At-risk
BT-113954,303,6,2188,1,3,3,Loyal
BT-114401,52,5,3168,3,2,3,Recent
BT-114402,318,6,2016,1,3,3,Loyal
BT-114403,367,6,2476,1,3,3,Loyal
BT-114404,561,4,605,1,2,1,At-risk
BT-114851,79,8,2681,3,4,3,High-value
BT-114852,161,9,4105,2,4,4,High-value
BT-114853,31,10,1678,4,4,2,High-value
BT-114854,660,2,415,1,1,1,At-risk
BT-115301,58,6,6924,3,3,4,High-value
BT-115302,44,7,2488,3,3,3,Loyal
BT-115303,34,7,1711,4,3,2,Loyal
BT-115304,92,5,2684,3,2,3,Recent
BT-116801,19,10,8849,4,4,4,High-value
BT-116802,1035,2,1499,1,1,2,At-risk
BT-116803,117,3,543,2,1,1,At-risk
BT-116804,21,7,3197,4,3,3,High-value
BT-13051,32,6,916,4,3,2,Loyal
BT-13052,566,4,391,1,2,1,At-risk
BT-13951,34,3,205,4,1,1,Recent
BT-13952,191,1,244,2,1,1,At-risk
BT-14401,122,4,541,2,2,1,At-risk
BT-14402,94,6,1594,3,3,2,Loyal
BT-14851,458,3,174,1,1,1,At-risk
BT-14852,98,6,2630,3,3,3,Loyal
BT-15301,461,2,105,1,1,1,At-risk
BT-15302,353,1,832,1,1,2,At-risk
BT-15303,897,4,599,1,2,1,At-risk
BT-16801,58,2,482,3,1,1,Recent
BT-16802,183,2,326,2,1,1,At-risk
BV-112451,138,4,6258,2,2,4,Loyal
BV-112452,45,10,10437,3,4,4,High-value
BV-112453,125,3,2464,2,1,3,At-risk
BV-112454,335,5,1522,1,2,2,At-risk
BV-12451,129,3,685,2,1,1,At-risk
BW-10651,23,4,8957,4,2,4,High-value
BW-10652,188,1,70,2,1,1,At-risk
BW-110651,51,5,3107,3,2,3,Recent
BW-110652,181,5,1640,2,2,2,At-risk
BW-110653,118,5,3280,2,2,3,Loyal
BW-110654,213,3,386,2,1,1,At-risk
BW-11101,185,4,411,2,2,1,At-risk
BW-11102,1286,1,17,1,1,1,At-risk
BW-11103,258,5,1268,2,2,2,At-risk
BW-111101,199,12,12267,2,4,4,High-value
BW-111102,55,10,10394,3,4,4,High-value
BW-111103,405,5,3206,1,2,3,At-risk
BW-111104,122,8,4752,2,4,4,High-value
BW-112001,41,9,4381,4,4,4,High-value
BW-112002,57,4,1183,3,2,2,Recent
BW-112003,182,10,4557,2,4,4,High-value
BW-112004,204,6,1738,2,3,2,Loyal
BW-12001,134,3,2997,2,1,3,At-risk
BW-12002,385,1,109,1,1,1,At-risk
CA-119651,100,7,11653,3,3,4,High-value
CA-119652,45,9,4077,3,4,4,High-value
CA-119653,19,4,1591,4,2,2,Recent
CA-119654,97,6,3789,3,3,4,High-value
CA-120551,14,5,2746,4,2,3,Recent
CA-120552,127,7,4018,2,3,4,Loyal
CA-120553,94,5,2248,3,2,3,Recent
CA-120554,402,5,1679,1,2,2,At-risk
CA-122651,35,9,3988,4,4,4,High-value
CA-122652,52,6,9234,3,3,4,High-value
CA-122653,184,7,2601,2,3,3,Loyal
CA-122654,57,9,2649,3,4,3,High-value
CA-123101,198,5,1091,2,2,2,At-risk
CA-123102,15,7,2734,4,3,3,High-value
CA-123103,281,5,1920,1,2,3,At-risk
CA-123104,14,4,1423,4,2,2,Recent
CA-127751,568,5,11493,1,2,4,Loyal
CA-127752,94,6,2181,3,3,3,Loyal
CA-127753,187,8,1635,2,4,2,Loyal
CA-127754,121,7,3040,2,3,3,Loyal
CA-19651,187,3,435,2,1,1,At-risk
CA-19652,128,5,2448,2,2,3,Loyal
CA-20551,990,1,1002,1,1,2,At-risk
CA-20552,259,2,600,2,1,1,At-risk
CA-22651,134,1,321,2,1,1,At-risk
CA-22652,106,6,3042,3,3,3,Loyal
CA-23101,337,3,221,1,1,1,At-risk
CA-23102,505,2,414,1,1,1,At-risk
CA-27751,478,2,742,1,1,2,At-risk
CA-27752,310,2,743,1,1,2,At-risk
CB-120251,177,5,3393,2,2,3,Loyal
CB-120252,98,5,1475,3,2,2,Recent
CB-120253,10,5,744,4,2,2,Recent
CB-120254,48,10,6076,3,4,4,High-value
CB-124151,1127,1,311,1,1,1,At-risk
CB-124152,461,6,5679,1,3,4,Loyal
CB-124153,37,8,4766,4,4,4,High-value
CB-124154,27,8,1949,4,4,3,High-value
CB-125351,43,3,3987,3,1,4,Recent
CB-125352,45,8,7379,3,4,4,High-value
CB-125353,90,8,2500,3,4,3,High-value
CB-125354,198,8,4247,2,4,4,High-value
CB-20251,23,5,1841,4,2,2,Recent
CB-24151,1407,1,64,1,1,1,At-risk
CB-24152,517,3,1169,1,1,2,At-risk
CB-25351,8,1,116,4,1,1,Recent
CB-25352,353,1,32,1,1,1,At-risk
CC-121001,133,3,1317,2,1,2,At-risk
CC-121002,148,7,4417,2,3,4,Loyal
CC-121003,52,9,3997,3,4,4,High-value
CC-121004,458,6,1771,1,3,2,At-risk
CC-121451,83,7,4483,3,3,4,High-value
CC-121452,252,7,4945,2,3,4,Loyal
CC-121453,409,3,292,1,1,1,At-risk
CC-121454,107,7,2473,3,3,3,Loyal
CC-122201,57,5,850,3,2,2,Recent
CC-122202,100,7,1995,3,3,3,Loyal
CC-122203,668,8,550,1,4,1,At-risk
CC-122204,21,12,3914,4,4,4,High-value
CC-123701,145,12,9524,2,4,4,High-value
CC-123702,80,9,5455,3,4,4,High-value
CC-123703,255,4,1122,2,2,2,At-risk
CC-123704,44,5,12128,3,2,4,Recent
CC-124301,48,9,5193,3,4,4,High-value
CC-124302,677,1,57,1,1,1,At-risk
CC-124303,7,9,5878,4,4,4,High-value
CC-124304,1,10,2869,4,4,3,High-value
CC-124751,196,9,7015,2,4,4,High-value
CC-124752,192,5,2705,2,2,3,Loyal
CC-124753,17,7,5779,4,3,4,High-value
CC-124754,40,9,1659,4,4,2,High-value
CC-125501,324,6,4195,1,3,4,Loyal
CC-125502,194,8,1689,2,4,2,Loyal
CC-125503,147,8,1915,2,4,3,Loyal
CC-125504,28,3,113,4,1,1,Recent
CC-126101,17,11,5637,4,4,4,High-value
CC-126102,70,8,6492,3,4,4,High-value
CC-126103,89,3,2152,3,1,3,Recent
CC-126104,35,7,2541,4,3,3,High-value
CC-126701,28,9,4766,4,4,4,High-value
CC-126702,17,4,1384,4,2,2,Recent
CC-126703,90,8,1548,3,4,2,Loyal
CC-126704,30,7,2271,4,3,3,High-value
CC-126851,55,6,4893,3,3,4,High-value
CC-126852,266,7,4745,2,3,4,Loyal
CC-126853,155,3,304,2,1,1,At-risk
CC-126854,800,4,2854,1,2,3,At-risk
CC-21001,61,2,513,3,1,1,Recent
CC-21002,146,3,507,2,1,1,At-risk
CC-21451,777,3,671,1,1,1,At-risk
CC-21452,505,3,486,1,1,1,At-risk
CC-22201,111,3,1568,2,1,2,At-risk
CC-22202,486,5,944,1,2,2,At-risk
CC-22203,22,4,1662,4,2,2,Recent
CC-23701,7,3,1414,4,1,2,Recent
CC-23702,7,6,5544,4,3,4,High-value
CC-24301,853,1,154,1,1,1,At-risk
CC-24302,472,1,889,1,1,2,At-risk
CC-24751,346,4,2488,1,2,3,At-risk
CC-24752,1339,1,701,1,1,1,At-risk
CC-24753,56,2,519,3,1,1,Recent
CC-25501,272,3,321,1,1,1,At-risk
CC-25502,1219,2,1112,1,1,2,At-risk
CC-26101,345,3,782,1,1,2,At-risk
CC-26701,916,2,658,1,1,1,At-risk
CC-26702,147,4,870,2,2,2,At-risk
CC-26851,132,4,3954,2,2,4,Loyal
CC-26852,507,1,65,1,1,1,At-risk
CD-119201,44,5,7581,3,2,4,Recent
CD-119202,3,9,7413,4,4,4,High-value
CD-119203,98,8,1267,3,4,2,Loyal
CD-119204,41,5,2035,4,2,3,Recent
CD-119801,37,6,4610,4,3,4,High-value
CD-119802,2,7,3430,4,3,3,High-value
CD-119803,89,7,3170,3,3,3,Loyal
CD-119804,55,3,641,3,1,1,Recent
CD-122801,173,7,10763,2,3,4,Loyal
CD-122802,42,6,3185,3,3,3,Loyal
CD-122803,127,9,1628,2,4,2,Loyal
CD-122804,43,2,1206,3,1,2,Recent
CD-127901,248,3,1025,2,1,2,At-risk
CD-127902,141,13,10120,2,4,4,High-value
CD-127903,77,4,463,3,2,1,Recent
CD-127904,400,5,1861,1,2,2,At-risk
CD-19201,315,2,1602,1,1,2,At-risk
CD-19202,393,2,219,1,1,1,At-risk
CD-19801,7,3,996,4,1,2,Recent
CD-19802,256,2,156,2,1,1,At-risk
CD-19803,332,2,229,1,1,1,At-risk
CD-22801,13,4,566,4,2,1,Recent
CD-22802,61,3,638,3,1,1,Recent
CD-27901,134,4,910,2,2,2,At-risk
CD-27902,132,3,121,2,1,1,At-risk
CG-120401,22,7,1925,4,3,3,High-value
CG-120402,384,2,373,1,1,1,At-risk
CG-120403,393,4,393,1,2,1,At-risk
CG-120404,50,6,906,3,3,2,Loyal
CG-125201,29,6,6267,4,3,4,High-value
CG-125202,51,6,3538,3,3,3,Loyal
CG-125203,54,3,2591,3,1,3,Recent
CG-125204,339,3,1148,1,1,2,At-risk
CG-20401,499,2,36,1,1,1,At-risk
CG-20402,379,3,483,1,1,1,At-risk
CG-25201,120,4,180,2,2,1,At-risk
CG-25202,216,3,938,2,1,2,At-risk
CH-120701,132,5,2440,2,2,3,Loyal
CH-120702,142,9,6312,2,4,4,High-value
CH-120703,90,4,832,3,2,2,Recent
CH-120704,692,3,1537,1,1,2,At-risk
CH-20701,475,3,528,1,1,1,At-risk
CH-20702,307,5,4018,1,2,4,Loyal
CJ-118751,54,11,9269,3,4,4,High-value
CJ-118752,350,6,761,1,3,2,At-risk
CJ-118753,14,5,2494,4,2,3,Recent
CJ-118754,366,1,17,1,1,1,At-risk
CJ-120101,323,4,1948,1,2,3,At-risk
CJ-120102,34,6,1283,4,3,2,Loyal
CJ-120103,40,8,4961,4,4,4,High-value
CJ-120104,190,8,11165,2,4,4,High-value
CJ-18751,33,2,411,4,1,1,Recent
CJ-18752,115,4,1020,2,2,2,At-risk
CJ-20101,47,2,116,3,1,1,Recent
CJ-20102,898,1,109,1,1,1,At-risk
CK-122051,79,11,4487,3,4,4,High-value
CK-122052,45,7,4774,3,3,4,High-value
CK-122053,5,7,1207,4,3,2,Loyal
CK-122054,40,13,3154,4,4,3,High-value
CK-123251,71,7,1916,3,3,3,Loyal
CK-123252,96,6,1353,3,3,2,Loyal
CK-123253,62,9,3713,3,4,3,High-value
CK-123254,121,5,2946,2,2,3,Loyal
CK-125951,129,7,7018,2,3,4,Loyal
CK-125952,130,8,4945,2,4,4,High-value
CK-125953,44,7,2144,3,3,3,Loyal
CK-125954,44,11,2372,3,4,3,High-value
CK-127601,931,4,1002,1,2,2,At-risk
CK-127602,58,6,2293,3,3,3,Loyal
CK-127603,87,7,1700,3,3,2,Loyal
CK-127604,83,9,1583,3,4,2,Loyal
CK-22051,80,1,3,3,1,1,Recent
CK-22052,94,4,947,3,2,2,Recent
CK-23251,1,4,260,4,2,1,Recent
CK-23252,197,4,2867,2,2,3,Loyal
CK-25951,216,2,115,2,1,1,At-risk
CK-25952,616,1,547,1,1,1,At-risk
CK-27601,38,5,2081,4,2,3,Recent
CK-27602,303,7,1937,1,3,3,Loyal
CL-118901,128,7,6746,2,3,4,Loyal
CL-118902,14,6,2709,4,3,3,High-value
CL-118903,45,14,6904,3,4,4,High-value
CL-118904,107,4,1262,3,2,2,Recent
CL-125651,27,3,724,4,1,1,Recent
CL-125652,6,9,3424,4,4,3,High-value
CL-125653,125,6,1979,2,3,3,Loyal
CL-125654,285,12,10881,1,4,4,Loyal
CL-127001,9,9,10184,4,4,4,High-value
CL-127002,41,8,2902,4,4,3,High-value
CL-127003,22,9,2506,4,4,3,High-value
CL-127004,106,5,2354,3,2,3,Recent
CL-18901,315,5,325,1,2,1,At-risk
CL-18902,559,1,53,1,1,1,At-risk
CL-18903,93,3,181,3,1,1,Recent
CL-25651,206,4,2713,2,2,3,Loyal
CL-25652,43,2,63,3,1,1,Recent
CL-27001,142,2,1393,2,1,2,At-risk
CL-27002,192,2,39,2,1,1,At-risk
CM-118151,78,4,4625,3,2,4,Recent
CM-118152,41,7,5045,4,3,4,High-value
CM-118153,99,6,3020,3,3,3,Loyal
CM-118154,132,6,1676,2,3,2,Loyal
CM-118301,36,7,4081,4,3,4,High-value
CM-118302,7,11,11303,4,4,4,High-value
CM-118303,72,6,1447,3,3,2,Loyal
CM-119351,126,6,3551,2,3,3,Loyal
CM-119352,75,6,2261,3,3,3,Loyal
CM-119353,37,4,3313,4,2,3,Recent
CM-119354,709,2,565,1,1,1,At-risk
CM-121151,120,7,7791,2,3,4,Loyal
CM-121152,468,4,3738,1,2,3,At-risk
CM-121153,62,5,1467,3,2,2,Recent
CM-121154,9,4,1662,4,2,2,Recent
CM-121601,98,8,8870,3,4,4,High-value
CM-121602,268,7,2667,2,3,3,Loyal
CM-121603,166,5,3840,2,2,4,Loyal
CM-121604,27,6,2533,4,3,3,High-value
CM-121901,94,5,2052,3,2,3,Recent
CM-121902,276,6,5985,1,3,4,Loyal
CM-121903,1,8,1864,4,4,2,High-value
CM-121904,9,6,1475,4,3,2,Loyal
CM-122351,45,7,4720,3,3,4,High-value
CM-122352,43,6,2006,3,3,3,Loyal
CM-122353,403,4,2346,1,2,3,At-risk
CM-122354,386,5,2306,1,2,3,At-risk
CM-123851,58,11,7050,3,4,4,High-value
CM-123852,367,4,975,1,2,2,At-risk
CM-123853,154,6,4902,2,3,4,Loyal
CM-123854,38,4,8953,4,2,4,High-value
CM-124451,55,6,3891,3,3,4,High-value
CM-124452,85,5,4322,3,2,4,Recent
CM-124453,16,11,3473,4,4,3,High-value
CM-124454,437,3,287,1,1,1,At-risk
CM-126551,379,5,1068,1,2,2,At-risk
CM-126552,328,2,4740,1,1,4,At-risk
CM-126553,185,5,2041,2,2,3,Loyal
CM-126554,28,6,6340,4,3,4,High-value
CM-127151,162,3,1650,2,1,2,At-risk
CM-127152,42,6,1243,3,3,2,Loyal
CM-127153,234,6,1513,2,3,2,Loyal
CM-127154,1036,4,3985,1,2,4,Loyal
CM-18151,62,4,392,3,2,1,Recent
CM-18152,469,1,40,1,1,1,At-risk
CM-18301,149,5,3061,2,2,3,Loyal
CM-18302,114,8,1716,2,4,2,Loyal
CM-19351,49,4,160,3,2,1,Recent
CM-19352,647,3,298,1,1,1,At-risk
CM-21151,21,2,1304,4,1,2,Recent
CM-21152,311,1,604,1,1,1,At-risk
CM-21601,50,4,2144,3,2,3,Recent
CM-21602,1233,1,102,1,1,1,At-risk
CM-21901,153,3,1317,2,1,2,At-risk
CM-21902,787,1,134,1,1,1,At-risk
CM-22351,52,1,8,3,1,1,Recent
CM-22352,157,4,235,2,2,1,At-risk
CM-23851,575,3,553,1,1,1,At-risk
CM-23852,1120,1,27,1,1,1,At-risk
CM-24451,1016,1,341,1,1,1,At-risk
CM-24452,349,3,1401,1,1,2,At-risk
CM-26551,51,5,412,3,2,1,Recent
CM-26552,148,7,979,2,3,2,Loyal
CM-27151,954,3,629,1,1,1,At-risk
CM-27152,118,4,2210,2,2,3,Loyal
CP-120851,435,3,3889,1,1,4,At-risk
CP-120852,70,5,1632,3,2,2,Recent
CP-120853,177,7,3262,2,3,3,Loyal
CP-120854,83,8,5401,3,4,4,High-value
CP-123401,131,7,6559,2,3,4,Loyal
CP-123402,9,7,2537,4,3,3,High-value
CP-123403,30,8,5127,4,4,4,High-value
CP-123404,161,8,5889,2,4,4,High-value
CP-20851,143,3,1887,2,1,2,At-risk
CP-20852,418,1,885,1,1,2,At-risk
CP-20853,638,6,2814,1,3,3,Loyal
CP-23401,464,3,4136,1,1,4,At-risk
CP-23402,1080,1,909,1,1,2,At-risk
CR-125801,23,8,4013,4,4,4,High-value
CR-125802,155,5,2143,2,2,3,Loyal
CR-125803,37,3,397,4,1,1,Recent
CR-125804,58,4,2149,3,2,3,Recent
CR-126251,317,12,13043,1,4,4,Loyal
CR-126252,197,6,1164,2,3,2,Loyal
CR-126253,44,7,2593,3,3,3,Loyal
CR-126254,471,3,475,1,1,1,At-risk
CR-127301,127,10,8626,2,4,4,High-value
CR-127302,23,3,1625,4,1,2,Recent
CR-127303,108,7,7637,3,3,4,High-value
CR-127304,79,4,1600,3,2,2,Recent
CR-128201,76,4,5354,3,2,4,Recent
CR-128202,61,8,1284,3,4,2,Loyal
CR-128203,65,9,6434,3,4,4,High-value
CR-128204,86,3,1397,3,1,2,Recent
CR-25801,35,3,2793,4,1,3,Recent
CR-25802,282,2,264,1,1,1,At-risk
CR-26251,201,5,1216,2,2,2,At-risk
CR-26252,307,1,100,1,1,1,At-risk
CR-26253,140,3,3763,2,1,3,At-risk
CR-27301,6,6,986,4,3,2,Loyal
CR-27302,248,5,374,2,2,1,At-risk
CR-28201,56,4,600,3,2,1,Recent
CR-28202,199,4,588,2,2,1,At-risk
CS-118451,16,11,16655,4,4,4,High-value
CS-118452,69,5,850,3,2,2,Recent
CS-118453,175,5,1689,2,2,2,At-risk
CS-118454,92,5,1279,3,2,2,Recent
CS-118601,512,2,2474,1,1,3,At-risk
CS-118602,78,6,4358,3,3,4,High-value
CS-118603,394,7,3188,1,3,3,Loyal
CS-118604,163,6,538,2,3,1,At-risk
CS-119501,122,6,3771,2,3,4,Loyal
CS-119502,46,7,3883,3,3,4,High-value
CS-119503,573,7,3530,1,3,3,Loyal
CS-119504,26,11,3038,4,4,3,High-value
CS-121301,12,9,4964,4,4,4,High-value
CS-121302,471,4,3528,1,2,3,At-risk
CS-121303,57,5,1603,3,2,2,Recent
CS-121304,490,4,885,1,2,2,At-risk
CS-121751,61,17,13516,3,4,4,High-value
CS-121752,117,4,1748,2,2,2,At-risk
CS-121753,119,3,602,2,1,1,At-risk
CS-121754,233,5,844,2,2,2,At-risk
CS-122501,55,5,2520,3,2,3,Recent
CS-122502,27,8,5663,4,4,4,High-value
CS-122503,101,5,1560,3,2,2,Recent
CS-122504,27,12,2757,4,4,3,High-value
CS-123551,35,5,3244,4,2,3,Recent
CS-123552,128,4,568,2,2,1,At-risk
CS-123553,30,11,2227,4,4,3,High-value
CS-123554,7,11,3201,4,4,3,High-value
CS-124001,222,4,2117,2,2,3,Loyal
CS-124002,28,5,1413,4,2,2,Recent
CS-124003,2,5,3041,4,2,3,Recent
CS-124004,3,9,3651,4,4,3,High-value
CS-124601,296,7,8390,1,3,4,Loyal
CS-124602,7,7,6210,4,3,4,High-value
CS-124603,111,7,4937,2,3,4,Loyal
CS-124604,28,2,551,4,1,1,Recent
CS-124901,78,8,2831,3,4,3,High-value
CS-124902,3,8,1506,4,4,2,High-value
CS-124903,84,10,5698,3,4,4,High-value
CS-124904,425,4,1076,1,2,2,At-risk
CS-125051,197,3,2179,2,1,3,At-risk
CS-125052,827,1,503,1,1,1,At-risk
CS-125053,28,6,3164,4,3,3,High-value
CS-125054,59,6,5691,3,3,4,High-value
CS-18451,25,3,204,4,1,1,Recent
CS-18452,405,5,1390,1,2,2,At-risk
CS-18601,590,4,861,1,2,2,At-risk
CS-18602,51,5,760,3,2,2,Recent
CS-19501,136,2,533,2,1,1,At-risk
CS-19502,237,2,80,2,1,1,At-risk
CS-19503,500,1,101,1,1,1,At-risk
CS-21301,306,2,466,1,1,1,At-risk
CS-21302,1017,1,25,1,1,1,At-risk
CS-21303,527,1,877,1,1,2,At-risk
CS-21751,58,2,1380,3,1,2,Recent
CS-21752,256,3,1960,2,1,3,At-risk
CS-22501,1190,1,179,1,1,1,At-risk
CS-22502,3,3,1739,4,1,2,Recent
CS-23551,56,3,925,3,1,2,Recent
CS-23552,57,6,381,3,3,1,Loyal
CS-24001,12,3,1742,4,1,2,Recent
CS-24002,780,2,552,1,1,1,At-risk
CS-24601,339,3,1707,1,1,2,At-risk
CS-24602,203,5,964,2,2,2,At-risk
CS-24901,170,1,14,2,1,1,At-risk
CS-24902,498,2,1650,1,1,2,At-risk
CS-25051,521,4,1804,1,2,2,At-risk
CS-25052,51,3,91,3,1,1,Recent
CT-119951,322,4,4812,1,2,4,Loyal
CT-119952,199,9,3598,2,4,3,Loyal
CT-119953,29,6,2064,4,3,3,High-value
CT-119954,97,8,3241,3,4,3,High-value
CT-19951,784,2,424,1,1,1,At-risk
CV-122951,40,5,2602,4,2,3,Recent
CV-122952,73,4,670,3,2,1,Recent
CV-122953,52,6,2940,3,3,3,Loyal
CV-122954,255,5,2832,2,2,3,Loyal
CV-128051,5,5,3384,4,2,3,Recent
CV-128052,35,5,3926,4,2,4,High-value
CV-128053,939,1,84,1,1,1,At-risk
CV-128054,6,9,2372,4,4,3,High-value
CV-22951,111,4,387,2,2,1,At-risk
CV-22952,86,5,896,3,2,2,Recent
CV-28051,418,3,3070,1,1,3,At-risk
CV-28052,258,4,2021,2,2,3,Loyal
CW-119051,197,6,2652,2,3,3,Loyal
CW-119052,9,8,7410,4,4,4,High-value
CW-119053,360,5,1721,1,2,2,At-risk
CW-119054,23,6,1138,4,3,2,Loyal
CW-19051,385,3,922,1,1,2,At-risk
CW-19052,1241,1,514,1,1,1,At-risk
CY-127451,70,8,3267,3,4,3,High-value
CY-127452,120,8,3642,2,4,3,Loyal
CY-127453,368,7,4118,1,3,4,Loyal
CY-127454,61,8,2900,3,4,3,High-value
CY-27451,493,3,262,1,1,1,At-risk
CY-27452,1336,1,31,1,1,1,At-risk
Co-126401,5,8,6813,4,4,4,High-value
Co-126402,20,6,1560,4,3,2,Loyal
Co-126403,293,6,2607,1,3,3,Loyal
Co-126404,550,5,1300,1,2,2,At-risk
Co-26401,1092,3,755,1,1,2,At-risk
Co-26402,363,2,14,1,1,1,At-risk
DA-134501,124,6,3460,2,3,3,Loyal
DA-134502,161,7,2972,2,3,3,Loyal
DA-134503,14,8,6447,4,4,4,High-value
DA-134504,353,4,157,1,2,1,At-risk
DA-34501,951,2,1237,1,1,2,At-risk
DA-34502,15,2,975,4,1,2,Recent
DB-129101,131,4,1088,2,2,2,At-risk
DB-129102,147,5,5773,2,2,4,Loyal
DB-129103,3,10,3307,4,4,3,High-value
DB-129104,22,8,2172,4,4,3,High-value
DB-129701,218,2,808,2,1,2,At-risk
DB-129702,808,4,5520,1,2,4,Loyal
DB-129703,242,5,2840,2,2,3,Loyal
DB-130601,17,7,9904,4,3,4,High-value
DB-130602,442,8,7873,1,4,4,Loyal
DB-130603,48,4,1169,3,2,2,Recent
DB-130604,17,7,4532,4,3,4,High-value
DB-131201,918,3,350,1,1,1,At-risk
DB-131202,6,4,1953,4,2,3,Recent
DB-131203,29,2,327,4,1,1,Recent
DB-131204,49,7,2974,3,3,3,Loyal
DB-132101,17,7,2179,4,3,3,High-value
DB-132102,8,5,6544,4,2,4,High-value
DB-132103,22,5,2689,4,2,3,Recent
DB-132104,10,10,2333,4,4,3,High-value
DB-132701,34,8,2386,4,4,3,High-value
DB-132702,10,6,4532,4,3,4,High-value
DB-132703,1122,3,118,1,1,1,At-risk
DB-132704,54,8,4655,3,4,4,High-value
DB-133601,48,8,2322,3,4,3,High-value
DB-133602,239,8,1498,2,4,2,Loyal
DB-133603,68,7,2018,3,3,3,Loyal
DB-133604,265,5,1081,2,2,2,At-risk
DB-134051,29,8,8105,4,4,4,High-value
DB-134052,483,7,2879,1,3,3,Loyal
DB-134053,108,7,3390,3,3,3,Loyal
DB-134054,188,4,1712,2,2,2,At-risk
DB-135551,41,8,2331,4,4,3,High-value
DB-135552,73,2,1202,3,1,2,Recent
DB-135553,37,5,1971,4,2,3,Recent
DB-135554,108,7,3909,3,3,4,High-value
DB-136151,28,5,2567,4,2,3,Recent
DB-136152,578,9,3874,1,4,4,Loyal
DB-136153,118,7,1602,2,3,2,Loyal
DB-136154,34,7,1989,4,3,3,High-value
DB-136601,31,6,4522,4,3,4,High-value
DB-136602,402,4,3961,1,2,4,Loyal
DB-136603,282,3,1758,1,1,2,At-risk
DB-136604,13,7,1156,4,3,2,Loyal
DB-29101,334,2,792,1,1,2,At-risk
DB-29102,499,2,1180,1,1,2,At-risk
DB-29103,55,4,1080,3,2,2,Recent
DB-29701,219,1,181,2,1,1,At-risk
